基隆市基隆,25.1276033,121.7391833
新北市汐止,25.0616059,121.6397184
新北市萬里,25.1676024,121.6397184
新北市新店,24.978282,121.5394822
新北市土城,24.968371,121.438034
新北市板橋,25.0114095,121.4618415
新北市新莊,25.0265985,121.4178347
新北市菜寮,25.060274,121.492156
新北市林口,25.0790108,121.3881378
新北市淡水,25.1719805,121.4433706
臺北市士林,25.0950492,121.5246077
臺北市中山,25.0792018,121.5427093
臺北市萬華,25.0262857,121.4970294
臺北市古亭,25.0006507,121.5361235
臺北市松山,25.0541591,121.5638621
臺北市大同,25.055022,121.535287
桃園市桃園,24.9936281,121.3009798
桃園市大園,25.0492632,121.193945
桃園市觀音,25.038615,121.080347
桃園市平鎮,24.9296022,121.2053963
桃園市龍潭,24.8444927,121.2053963
新竹縣湖口,24.8814458,121.0449768
新竹縣竹東,24.774922,121.0449768
新竹市新竹,24.8138287,120.9674798
苗栗縣頭份,24.6884438,120.9024836
苗栗縣苗栗,24.5711502,120.8154358
苗栗縣三義,24.3892633,120.769476
臺中市豐原,24.2521156,120.7223572
臺中市沙鹿,24.2377939,120.5854674
臺中市大里,24.1046899,120.6812114
臺中市忠明,24.1588789,120.6636143
臺中市西屯,24.1769764,120.6424333
彰化縣彰化,24.0716583,120.5624474
彰化縣線西,24.1331612,120.4530456
彰化縣二林,23.9141358,120.4011911
南投縣南投,23.9179637,120.6775054
雲林縣斗六,23.7077947,120.5409089
雲林縣崙背,23.7601594,120.3531749
嘉義縣新港,23.538123,120.3550808
嘉義縣朴子,23.4464152,120.2570421
雲林縣臺西,23.7229714,120.1935663
嘉義市嘉義,23.4800751,120.4491113
臺南市新營,23.3119567,120.3089541
臺南市善化,23.1402613,120.3089541
臺南市安南,23.0585336,120.1358346
臺南市臺南,22.9997281,120.2270277
高雄市美濃,22.885385,120.5509358
高雄市橋頭,22.7539012,120.3089541
高雄市仁武,22.6947932,120.3608455
高雄市鳳山,22.6113591,120.3493158
高雄市大寮,22.584481,120.4011911
高雄市林園,22.4986756,120.4011911
高雄市楠梓,22.7175372,120.3031871
高雄市左營,22.6877358,120.2916524
高雄市前金,22.6254162,120.2945362
高雄市前鎮,22.5970794,120.3147208
高雄市小港,22.5553185,120.3608455
屏東縣屏東,22.5519759,120.5487597
屏東縣潮州,22.5514922,120.5402672
屏東縣恆春,22.0008277,120.7447638
臺東縣臺東,22.7972447,121.0713702
花蓮縣花蓮,23.9910732,121.6111949
臺北市陽明,25.0921827,121.5172722
宜蘭縣宜蘭,24.7591148,121.7537404
宜蘭縣冬山,24.631919,121.7537404
新北市三重,25.0614534,121.4867114
桃園市中壢,24.9721514,121.2053963
南投縣竹山,23.712201,120.6890055
新北市永和,25.0103251,121.5145353
高雄市復興,22.6083352,120.3117222
南投縣埔里,23.9932872,120.9646866
連江縣馬祖,26.1498753,119.9310189
金門縣金門,24.4493726,118.3766352
澎湖縣馬公,23.5661218,119.5861581
臺東縣關山,23.0495603,121.1646339
雲林縣麥寮,23.7774603,120.2397336
 * Restarting with stat
基隆市基隆,25.1276033,121.7391833
新北市汐止,25.0616059,121.6397184
新北市萬里,25.1676024,121.6397184
新北市新店,24.978282,121.5394822
新北市土城,24.968371,121.438034
新北市板橋,25.0114095,121.4618415
新北市新莊,25.0265985,121.4178347
新北市菜寮,25.060274,121.492156
新北市林口,25.0790108,121.3881378
新北市淡水,25.1719805,121.4433706
臺北市士林,25.0950492,121.5246077
臺北市中山,25.0792018,121.5427093
臺北市萬華,25.0262857,121.4970294
臺北市古亭,25.0006507,121.5361235
臺北市松山,25.0541591,121.5638621
臺北市大同,25.055022,121.535287
桃園市桃園,24.9936281,121.3009798
桃園市大園,25.0492632,121.193945
桃園市觀音,25.038615,121.080347
桃園市平鎮,24.9296022,121.2053963
桃園市龍潭,24.8444927,121.2053963
新竹縣湖口,24.8814458,121.0449768
新竹縣竹東,24.774922,121.0449768
新竹市新竹,24.8138287,120.9674798
苗栗縣頭份,24.6884438,120.9024836
苗栗縣苗栗,24.5711502,120.8154358
苗栗縣三義,24.3892633,120.769476
臺中市豐原,24.2521156,120.7223572
臺中市沙鹿,24.2377939,120.5854674
臺中市大里,24.1046899,120.6812114
臺中市忠明,24.1588789,120.6636143
臺中市西屯,24.1769764,120.6424333
彰化縣彰化,24.0716583,120.5624474
彰化縣線西,24.1331612,120.4530456
彰化縣二林,23.9141358,120.4011911
南投縣南投,23.9179637,120.6775054
雲林縣斗六,23.7077947,120.5409089
雲林縣崙背,23.7601594,120.3531749
嘉義縣新港,23.538123,120.3550808
嘉義縣朴子,23.4464152,120.2570421
雲林縣臺西,23.7229714,120.1935663
嘉義市嘉義,23.4800751,120.4491113
臺南市新營,23.3119567,120.3089541
臺南市善化,23.1402613,120.3089541
臺南市安南,23.0585336,120.1358346
臺南市臺南,22.9997281,120.2270277
高雄市美濃,22.885385,120.5509358
高雄市橋頭,22.7539012,120.3089541
高雄市仁武,22.6947932,120.3608455
高雄市鳳山,22.6113591,120.3493158
高雄市大寮,22.584481,120.4011911
高雄市林園,22.4986756,120.4011911
高雄市楠梓,22.7175372,120.3031871
高雄市左營,22.6877358,120.2916524
高雄市前金,22.6254162,120.2945362
高雄市前鎮,22.5970794,120.3147208
高雄市小港,22.5553185,120.3608455
屏東縣屏東,22.5519759,120.5487597
屏東縣潮州,22.5514922,120.5402672
屏東縣恆春,22.0008277,120.7447638
臺東縣臺東,22.7972447,121.0713702
花蓮縣花蓮,23.9910732,121.6111949
臺北市陽明,25.0921827,121.5172722
宜蘭縣宜蘭,24.7591148,121.7537404
宜蘭縣冬山,24.631919,121.7537404
新北市三重,25.0614534,121.4867114
桃園市中壢,24.9721514,121.2053963
南投縣竹山,23.712201,120.6890055
新北市永和,25.0103251,121.5145353
高雄市復興,22.6083352,120.3117222
南投縣埔里,23.9932872,120.9646866
連江縣馬祖,26.1498753,119.9310189
金門縣金門,24.4493726,118.3766352
澎湖縣馬公,23.566159,119.578692
臺東縣關山,23.0495603,121.1646339
雲林縣麥寮,23.7774603,120.2397336